Wall time,Step,Value
1473106520.349917,100,0.7664164900779724
1473106606.01701,200,0.797373354434967
1473106692.102369,300,0.7823639512062073
1473106778.04607,400,0.7936210036277771
1473106863.518265,500,0.790806770324707
1473106949.428511,600,0.7748593091964722
1473107034.934722,700,0.7776735424995422
1473107121.411276,800,0.7795497179031372
1473107208.545647,900,0.7748593091964722
1473107294.629095,1000,0.7739211916923523
1473107380.709903,1100,0.7654784321784973
1473107467.044537,1200,0.7617260813713074
1473107553.235031,1300,0.7579737305641174
1473107639.167837,1400,0.7645403146743774
1473107725.268301,1500,0.7617260813713074
1473107810.940721,1600,0.7636022567749023
1473107897.101222,1700,0.7682926654815674
1473107982.632497,1800,0.7532833218574524
1473108069.095813,1900,0.7560975551605225
1473108155.373089,2000,0.7617260813713074
1473108241.47365,2100,0.7607879638671875
1473108327.474908,2200,0.7598499059677124
1473108413.617254,2300,0.7579737305641174
1473108499.822117,2400,0.7551594972610474
1473108586.142225,2500,0.7542213797569275
1473108672.766723,2600,0.7467166781425476
1473108759.197019,2700,0.7467166781425476
1473108846.361966,2800,0.7467166781425476
1473108932.104376,2900,0.7363977432250977
1473109018.105466,3000,0.7570356726646423
1473109104.430283,3100,0.7542213797569275
1473109190.740867,3200,0.7485928535461426
1473109277.570181,3300,0.7514071464538574
1473109363.823171,3400,0.7607879638671875
1473109449.801535,3500,0.7420262694358826
1473109536.025251,3600,0.7410881519317627
1473109622.218845,3700,0.7570356726646423
1473109708.682015,3800,0.7495309710502625
1473109794.439692,3900,0.7579737305641174
1473109880.661754,4000,0.7504690289497375
1473109966.372512,4100,0.7551594972610474
1473110052.496817,4200,0.7532833218574524
1473110138.969528,4300,0.7448405027389526
1473110225.634378,4400,0.7589118480682373
1473110311.601547,4500,0.7335835099220276
1473110397.97357,4600,0.7429643273353577
1473110483.770536,4700,0.7373358607292175
1473110569.961292,4800,0.7429643273353577
1473110656.213212,4900,0.7495309710502625
1473110742.577007,5000,0.7307692170143127
1473110828.541056,5100,0.7392120361328125
1473110914.409525,5200,0.7326453924179077
1473111000.69382,5300,0.7457786202430725
1473111087.123543,5400,0.7335835099220276
1473111173.748999,5500,0.7345215678215027
1473111259.992013,5600,0.7420262694358826
1473111346.496276,5700,0.7448405027389526
1473111432.469814,5800,0.7401500940322876
1473111518.368703,5900,0.7457786202430725
1473111604.359332,6000,0.7354596853256226
1473111690.675702,6100,0.7495309710502625
1473111776.577391,6200,0.7485928535461426
1473111862.913292,6300,0.7335835099220276
1473111949.398044,6400,0.7326453924179077
1473112036.10024,6500,0.7345215678215027
1473112122.278575,6600,0.7335835099220276
1473112208.519403,6700,0.7354596853256226
1473112294.734318,6800,0.7363977432250977
1473112380.68219,6900,0.7195122241973877
1473112466.563643,7000,0.7523452043533325
1473112552.822387,7100,0.7335835099220276
1473112639.422739,7200,0.7345215678215027
1473112726.176661,7300,0.7354596853256226
1473112812.414102,7400,0.7345215678215027
1473112898.309117,7500,0.7382739186286926
1473112984.25187,7600,0.7410881519317627
1473113070.047223,7700,0.7429643273353577
1473113156.623554,7800,0.7476547956466675
1473113242.660221,7900,0.7429643273353577
1473113328.908064,8000,0.7439024448394775
1473113415.98343,8100,0.7392120361328125
1473113501.919055,8200,0.7317073345184326
1473113588.557363,8300,0.7457786202430725
1473113674.35158,8400,0.7363977432250977
1473113760.884249,8500,0.7439024448394775
1473113846.615457,8600,0.7485928535461426
1473113932.840287,8700,0.7467166781425476
1473114018.864511,8800,0.7373358607292175
1473114104.888037,8900,0.7476547956466675
1473114190.835145,9000,0.7420262694358826
1473114277.255813,9100,0.7373358607292175
1473114363.401518,9200,0.7401500940322876
1473114449.94902,9300,0.7307692170143127
1473114536.152996,9400,0.7298311591148376
1473114622.002862,9500,0.7326453924179077
1473114707.714197,9600,0.7270168662071228
1473114794.531823,9700,0.7373358607292175
1473114880.598465,9800,0.7326453924179077
1473114966.675737,9900,0.7251406908035278
1473115052.814193,10000,0.7279549837112427
1473115138.609331,10100,0.7204502820968628
1473115224.925503,10200,0.7326453924179077
1473115311.354858,10300,0.7326453924179077
1473115398.024818,10400,0.7307692170143127
1473115484.894494,10500,0.7345215678215027
1473115570.878158,10600,0.7251406908035278
1473115658.032898,10700,0.7317073345184326
1473115744.389732,10800,0.7279549837112427
1473115830.553695,10900,0.7213883399963379
1473115917.180455,11000,0.7363977432250977
1473116003.696418,11100,0.7335835099220276
1473116090.075582,11200,0.7298311591148376
1473116176.849275,11300,0.7326453924179077
1473116263.003983,11400,0.7232645153999329
1473116348.980479,11500,0.7298311591148376
1473116435.534355,11600,0.7317073345184326
1473116521.674857,11700,0.7260788083076477
1473116607.459392,11800,0.7260788083076477
1473116693.721519,11900,0.7307692170143127
1473116779.859211,12000,0.7260788083076477
1473116865.952759,12100,0.7242026329040527
1473116952.161476,12200,0.7279549837112427
1473117038.397119,12300,0.7213883399963379
1473117125.03365,12400,0.7185741066932678
1473117212.194709,12500,0.7242026329040527
1473117298.336896,12600,0.7260788083076477
1473117384.623074,12700,0.7260788083076477
1473117471.134492,12800,0.7110694050788879
1473117557.657088,12900,0.7185741066932678
1473117643.776275,13000,0.7148217558860779
