Wall time,Step,Value
1473068764.323966,100,0.6600000262260437
1473068786.254971,200,0.7689999938011169
1473068807.930418,300,0.7860000133514404
1473068829.512349,400,0.7900000214576721
1473068851.271159,500,0.7789999842643738
1473068873.021395,600,0.7940000295639038
1473068895.140687,700,0.7919999957084656
1473068917.162212,800,0.7850000262260437
1473068939.032817,900,0.7950000166893005
1473068960.985579,1000,0.7850000262260437
1473068982.625141,1100,0.7850000262260437
1473069004.379469,1200,0.7900000214576721
1473069026.260233,1300,0.7829999923706055
1473069047.700467,1400,0.7829999923706055
1473069069.97324,1500,0.7850000262260437
1473069091.851947,1600,0.7799999713897705
1473069113.861541,1700,0.7799999713897705
1473069135.747851,1800,0.7739999890327454
1473069157.92307,1900,0.7689999938011169
1473069179.783488,2000,0.7620000243186951
1473069201.702322,2100,0.7639999985694885
1473069223.845811,2200,0.7620000243186951
1473069245.836491,2300,0.7630000114440918
1473069267.983728,2400,0.7620000243186951
1473069289.691766,2500,0.765999972820282
1473069312.860644,2600,0.7620000243186951
1473069336.220611,2700,0.7580000162124634
1473069359.428478,2800,0.7590000033378601
1473069382.48647,2900,0.7570000290870667
1473069405.234002,3000,0.753000020980835
1473069428.280693,3100,0.7590000033378601
1473069451.605372,3200,0.753000020980835
1473069474.794543,3300,0.7540000081062317
1473069497.915517,3400,0.746999979019165
1473069520.739626,3500,0.746999979019165
1473069543.71318,3600,0.746999979019165
1473069566.66399,3700,0.7519999742507935
1473069589.854718,3800,0.7540000081062317
1473069612.959946,3900,0.7549999952316284
1473069635.917418,4000,0.7549999952316284
1473069659.195693,4100,0.7450000047683716
1473069682.437063,4200,0.7480000257492065
1473069705.461489,4300,0.7509999871253967
1473069728.477143,4400,0.7419999837875366
1473069751.240887,4500,0.7459999918937683
1473069774.111157,4600,0.7440000176429749
1473069796.983967,4700,0.7440000176429749
1473069820.333533,4800,0.7490000128746033
1473069843.164943,4900,0.7450000047683716
1473069865.988994,5000,0.7409999966621399
1473069888.938563,5100,0.7440000176429749
1473069911.860664,5200,0.7400000095367432
1473069935.041764,5300,0.7440000176429749
1473069958.086924,5400,0.7419999837875366
1473069981.030813,5500,0.7419999837875366
1473070004.045034,5600,0.7429999709129333
1473070026.946213,5700,0.7400000095367432
1473070050.031491,5800,0.7390000224113464
1473070072.955343,5900,0.7419999837875366
1473070095.911811,6000,0.7369999885559082
1473070119.0697,6100,0.7360000014305115
1473070142.336365,6200,0.7390000224113464
1473070165.137403,6300,0.7360000014305115
