Wall time,Step,Value
1473089964.739103,100,0.7392120361328125
1473090050.590569,200,0.794559121131897
1473090136.833214,300,0.7767354846000671
1473090222.358967,400,0.7673546075820923
1473090307.887326,500,0.7748593091964722
1473090393.711243,600,0.7523452043533325
1473090479.270655,700,0.7542213797569275
1473090565.458865,800,0.7579737305641174
1473090651.089266,900,0.7636022567749023
1473090736.886707,1000,0.7673546075820923
1473090822.299213,1100,0.7551594972610474
1473090907.814129,1200,0.7523452043533325
1473090993.09676,1300,0.7467166781425476
1473091079.064083,1400,0.7457786202430725
1473091164.531607,1500,0.7636022567749023
1473091250.499961,1600,0.7514071464538574
1473091335.982122,1700,0.7514071464538574
1473091421.429578,1800,0.7467166781425476
1473091507.73125,1900,0.7382739186286926
1473091593.660933,2000,0.7429643273353577
1473091679.488444,2100,0.7467166781425476
1473091765.41079,2200,0.7467166781425476
1473091851.395901,2300,0.7457786202430725
1473091937.619181,2400,0.7551594972610474
1473092023.518445,2500,0.7495309710502625
1473092108.902884,2600,0.7485928535461426
1473092194.282636,2700,0.7429643273353577
1473092279.806369,2800,0.7363977432250977
1473092365.619561,2900,0.7345215678215027
1473092451.049612,3000,0.7476547956466675
1473092537.352192,3100,0.7354596853256226
1473092623.612496,3200,0.7448405027389526
1473092709.568197,3300,0.7485928535461426
1473092795.84471,3400,0.7307692170143127
1473092881.798528,3500,0.7270168662071228
1473092967.235288,3600,0.7345215678215027
1473093053.264705,3700,0.7345215678215027
1473093138.884355,3800,0.7382739186286926
1473093224.40908,3900,0.7345215678215027
1473093310.376916,4000,0.7354596853256226
1473093396.466928,4100,0.7279549837112427
1473093482.717036,4200,0.7279549837112427
1473093568.386897,4300,0.7326453924179077
1473093653.874537,4400,0.7298311591148376
1473093739.624478,4500,0.7298311591148376
1473093825.635086,4600,0.7176360487937927
1473093911.271353,4700,0.7195122241973877
1473093997.386652,4800,0.7260788083076477
1473094082.948559,4900,0.7242026329040527
1473094168.380218,5000,0.7251406908035278
1473094254.180983,5100,0.7176360487937927
1473094339.655868,5200,0.7429643273353577
1473094425.199958,5300,0.7279549837112427
1473094510.668804,5400,0.7251406908035278
1473094596.188308,5500,0.7232645153999329
1473094681.632425,5600,0.7195122241973877
1473094767.868909,5700,0.7242026329040527
1473094853.931574,5800,0.7260788083076477
1473094939.954938,5900,0.7260788083076477
1473095025.833753,6000,0.7317073345184326
1473095111.933521,6100,0.7251406908035278
1473095197.974061,6200,0.7307692170143127
1473095283.396532,6300,0.7298311591148376
1473095369.340964,6400,0.7251406908035278
1473095454.748229,6500,0.709193229675293
1473095540.951929,6600,0.7195122241973877
1473095627.016304,6700,0.7129455804824829
1473095713.389499,6800,0.7166979312896729
1473095799.708025,6900,0.7326453924179077
1473095885.210666,7000,0.7195122241973877
1473095970.790741,7100,0.7185741066932678
1473096056.132287,7200,0.7204502820968628
1473096141.55468,7300,0.7148217558860779
1473096227.380778,7400,0.7213883399963379
1473096312.960427,7500,0.7148217558860779
1473096398.44533,7600,0.7157598733901978
1473096483.840945,7700,0.7166979312896729
1473096569.671516,7800,0.7185741066932678
1473096655.460191,7900,0.7185741066932678
1473096741.394498,8000,0.7120075225830078
1473096826.757475,8100,0.7260788083076477
1473096912.631613,8200,0.7204502820968628
1473096998.561744,8300,0.7354596853256226
1473097084.469314,8400,0.7270168662071228
1473097169.88656,8500,0.7148217558860779
1473097256.493858,8600,0.7129455804824829
1473097341.991551,8700,0.7166979312896729
1473097427.466795,8800,0.7148217558860779
1473097513.820852,8900,0.7138836979866028
1473097600.026922,9000,0.7129455804824829
1473097685.853439,9100,0.7251406908035278
1473097772.009831,9200,0.7157598733901978
1473097857.804634,9300,0.7138836979866028
1473097943.503433,9400,0.7307692170143127
1473098029.687185,9500,0.7157598733901978
1473098116.146128,9600,0.7045028209686279
1473098201.788738,9700,0.7185741066932678
1473098287.801954,9800,0.7232645153999329
1473098373.575407,9900,0.7185741066932678
1473098459.5057,10000,0.7213883399963379
1473098545.893873,10100,0.7242026329040527
1473098632.257307,10200,0.7185741066932678
1473098718.570304,10300,0.7063789963722229
1473098804.810234,10400,0.7082551717758179
1473098891.197178,10500,0.7176360487937927
1473098976.549917,10600,0.7082551717758179
1473099062.389138,10700,0.7129455804824829
1473099147.821555,10800,0.7063789963722229
1473099234.179407,10900,0.705440878868103
1473099320.569423,11000,0.709193229675293
1473099406.391207,11100,0.7120075225830078
1473099491.983597,11200,0.7063789963722229
1473099578.076185,11300,0.7204502820968628
1473099664.717593,11400,0.7185741066932678
1473099750.629537,11500,0.7176360487937927
1473099836.6597,11600,0.7223264575004578
1473099922.549697,11700,0.7232645153999329
1473100008.326698,11800,0.7223264575004578
1473100094.8242,11900,0.7129455804824829
1473100180.458661,12000,0.7213883399963379
1473100265.966468,12100,0.7176360487937927
1473100351.707147,12200,0.7157598733901978
1473100437.55945,12300,0.7110694050788879
1473100523.369112,12400,0.7195122241973877
1473100609.10079,12500,0.7185741066932678
1473100694.79355,12600,0.7110694050788879
1473100780.693685,12700,0.7157598733901978
1473100867.180876,12800,0.7251406908035278
1473100953.074999,12900,0.7242026329040527
1473101039.195438,13000,0.7270168662071228
1473101125.624966,13100,0.7279549837112427
1473101211.801887,13200,0.7195122241973877
1473101297.399869,13300,0.7185741066932678
1473101383.62196,13400,0.7129455804824829
1473101469.166528,13500,0.7279549837112427
1473101554.942534,13600,0.7138836979866028
1473101640.630036,13700,0.7213883399963379
1473101726.83968,13800,0.7204502820968628
1473101812.734442,13900,0.7110694050788879
1473101898.519575,14000,0.7138836979866028
1473101984.338547,14100,0.7082551717758179
1473102070.201802,14200,0.707317054271698
1473102156.444982,14300,0.7204502820968628
